ID,y
1,78.3884506226
2,92.4432104111
3,77.7271958351
4,77.20206604
5,110.526912308
8,90.8544981003
10,109.704159546
11,92.5684036255
12,114.649877548
14,92.6692054749
15,114.355947495
16,103.334699821
17,94.3874343872
19,93.248809433
20,102.712851334
21,96.3312358856
22,115.117836952
23,103.726872253
26,97.411750412
28,102.329265785
29,103.726872253
33,103.726872253
35,98.9211561203
41,96.3433008194
42,93.9745311737
43,117.415760422
45,103.752147102
46,103.399700546
51,94.404067421
53,79.0457420349
55,114.151857567
56,93.5306289673
57,105.496575356
58,94.9577220917
59,103.344134521
63,112.186906052
64,95.016046524
65,105.606867599
69,94.2046543121
71,96.1961187363
72,103.406900597
73,94.5775999069
76,103.387808609
77,106.000061989
78,115.851991081
82,95.0715446472
83,105.606867599
84,94.3819972992
85,103.248300362
87,112.502079773
88,96.3433008194
89,114.137030411
91,93.7767442703
93,94.9149175644
94,106.782176399
95,94.06164608
96,112.187430763
97,93.277671051
98,112.699007034
99,93.331167984
101,104.160974312
103,114.137030411
104,93.3575466156
105,111.782895851
110,95.491252327
111,112.42549839
113,112.938341904
114,93.8558317184
115,112.360953903
117,114.137030411
120,93.9481737137
121,112.751325989
122,94.2985816956
123,113.35851326
126,112.909978676
132,112.579807472
135,104.908297729
137,103.926779366
138,95.064050293
140,93.4274906158
142,111.890494156
144,112.896841621
148,92.1827407837
149,114.245106316
155,93.7444168091
156,112.605396843
157,93.277671051
162,112.735345078
163,94.9803091049
167,94.3774482727
172,117.415760422
179,114.739455605
180,94.36543293
181,111.557190514
182,95.364481926
183,114.137030411
185,114.137030411
187,112.552261353
188,94.8138311386
189,93.9957933426
191,93.4538375854
192,113.137576103
193,94.7108854294
194,112.32162323
195,93.2005842209
196,113.369571686
198,95.4832155228
199,112.909117126
201,104.700116158
204,94.6056901932
205,106.709666824
206,93.5990650177
210,94.0420898438
211,104.160974312
216,112.805338478
219,116.866320229
220,93.5955915451
221,111.542782211
226,111.557190514
227,93.9686056137
228,112.547732925
230,112.171792221
231,93.277671051
235,117.10546093
236,93.4697032928
238,112.365796471
242,105.982087135
243,93.4235031128
244,78.9529447556
245,111.918281364
247,113.720645714
248,93.1771617889
249,94.253429985
250,112.830815506
251,93.4697032928
253,117.10546093
254,94.0580657959
256,94.1534547806
257,92.3430212021
258,113.032936859
259,93.499852562
262,80.2952362061
266,93.2936681747
267,112.915462494
272,103.007566071
273,114.137030411
275,96.1558551788
276,115.448457146
279,95.0607862473
280,105.606867599
283,94.24480896
285,112.776073837
288,114.137030411
289,85.9488864899
