ID,y
1,78.6052722931
2,93.755941391
3,78.6371040344
4,78.5909519196
5,113.161819458
8,92.352766037
10,113.444114685
11,92.89503479
12,113.516391754
14,93.5143260956
15,113.513654709
16,110.541181564
17,99.5391921997
19,95.2441768646
20,105.888757706
21,102.400800705
22,113.519508362
23,103.640079498
26,93.8195590973
28,98.5053863525
29,103.640081406
33,103.640598297
35,94.6587181091
41,96.8281536102
42,93.540189743
43,113.517091751
45,104.324371338
46,103.39440918
51,93.6311340332
53,78.6038789749
55,113.495613098
56,92.738407135
57,103.932792664
58,93.6546535492
59,103.876075745
63,112.513162613
64,93.9784374237
65,106.674930573
69,91.5191841125
71,94.1668148041
72,102.376134872
73,93.1009178162
76,103.868309021
77,104.910011292
78,113.518838882
82,94.2112979889
83,106.674909592
84,93.1684989929
85,102.367702484
87,113.369407654
88,96.8276901245
89,113.505414963
91,94.9556083679
93,94.1084766388
94,104.805128098
95,92.7143306732
96,112.732791901
97,94.0060024261
98,113.511142731
99,93.045539856
101,104.663236618
103,113.505413055
104,92.4982891083
105,112.18180275
110,93.2456912994
111,113.478437424
113,113.498205185
114,94.4900093079
115,113.502733231
117,113.505413055
120,94.0184383392
121,113.373514175
122,92.845451355
123,113.498842239
126,113.40246582
132,113.506994247
135,104.101438522
137,102.553653717
138,93.3861064911
140,92.5595474243
142,112.636331558
144,113.505971909
148,92.3531780243
149,113.507123947
155,92.9721889496
156,113.498031616
157,94.0060024261
162,113.466396332
163,94.8124103546
167,94.2182235718
172,113.517091751
179,113.492515564
180,93.6487426758
181,112.965511322
182,94.2287940979
183,113.505414963
185,113.505413055
187,111.77355957
188,93.9297676086
189,92.8681240082
191,93.2252807617
192,113.51335144
193,93.6532421112
194,113.478252411
195,92.2194862366
196,113.138940811
198,97.1582431793
199,113.462644577
201,104.512504578
204,92.626121521
205,110.213432312
206,91.1137676239
210,92.4297542572
211,104.663257599
216,113.505001068
219,113.515514374
220,93.1488742828
221,113.103563309
226,112.965520859
227,92.7876148224
228,113.485401154
230,113.294057846
231,94.0060024261
235,113.519178391
236,91.4402065277
238,113.483295441
242,103.979072571
243,94.6198749542
244,78.5853357315
245,113.49259758
247,113.444923401
248,91.9775505066
249,93.0826721191
250,113.472595215
251,91.4405136108
253,113.519176483
254,92.8123016357
256,93.6258659363
257,92.2902908325
258,113.506959915
259,93.2644023895
262,78.5938301086
266,92.3134632111
267,113.460067749
272,102.350183487
273,113.505413055
275,95.0312290192
276,113.500392914
279,93.9583759308
280,106.674858093
283,92.3436317444
285,113.500102997
288,113.505414963
289,94.5584793091
290,104.399831772
291,92.6310920715
292,111.086467743
293,112.91617012
296,96.1818313599
297,113.080972672
298,113.519933701
299,93.9503707886
304,92.4907932281
305,78.5859746933
306,92.6453933716
307,113.01997757
311,109.303106308
313,113.033847809
314,92.3242816925
316,91.0326786041
324,91.9332046509
327,94.9216480255
329,93.5089435577
330,113.396125793
337,103.741977692
338,93.4613552094
339,102.289388657
340,93.686132431
343,91.9463157654
345,113.511873245
346,95.4504356384
347,113.443595886
349,113.494029999
350,92.8095912933
352,113.486814499
353,93.3693351746
354,78.5887727737
357,93.3636779785
358,113.363176346
362,112.205507278
364,113.511016846
365,102.91292572
366,94.8632831573
367,112.595180511
368,93.950138092
370,78.5837621689
373,93.3223628998
377,92.2700157166
378,112.283836365
382,104.006040573
384,113.494550705
390,92.8653888702
392,113.420238495
393,113.361551285
395,93.4684829712
396,108.056167603
399,78.5827169418
406,113.033847809
408,113.033847809
409,92.6061706543
410,78.5866556168
412,113.480892181
413,91.4892120361
419,92.9439048767
420,113.506214142
421,91.4942398071
430,93.2716464996
434,92.7597141266
436,95.5206756592
437,92.0916900635
438,91.6058502197
439,113.469009399
440,93.3581161499
443,112.624155045
446,92.584564209
448,92.4599285126
452,93.9903278351
453,102.923051834
457,103.05789566
458,93.5013427734
459,113.518695831
460,101.15448761
462,100.799594879
464,99.834936142
465,113.515357971
467,113.508159637
471,112.426286697
472,78.5878562927
473,93.3030548096
475,92.8605632782
480,94.2008132935
488,113.361410141
490,113.020002365
491,104.503297806
492,78.5862493515
493,93.6970767975
497,91.6332969666
498,113.292001724
499,93.8759860992
500,104.227409363
501,93.7055511475
502,113.361021042
506,78.6119861603
510,109.139228821
511,92.2954349518
512,93.2217102051
516,92.7807865143
518,92.1883563995
519,113.389783859
521,91.892414093
522,113.50245285
526,113.465593338
529,93.714969635
532,113.465068817
533,93.3468971252
536,113.496639252
537,96.8414916992
539,93.7780418396
540,104.505422592
541,92.9023685455
543,93.0589485168
546,113.134454727
547,91.1177768707
548,78.5815954208
551,93.3809871674
552,102.300144196
556,101.71033287
557,93.724199295
558,112.594814301
559,93.0986042023
560,108.546033859
562,110.835121155
566,91.5386352539
570,113.292005539
571,92.09167099
572,106.199342728
573,93.8646144867
575,113.515356064
576,113.305334091
577,92.948797226
579,93.2003555298
580,112.989368439
581,113.502258301
589,113.020000458
591,102.43816185
593,92.7353343964
594,106.412843704
595,93.9095211029
598,93.2145786285
602,112.744503021
604,113.502895355
606,111.732244492
608,94.8916797638
609,104.58216095
610,93.0891590118
616,113.357139587
617,93.6008052826
618,102.381053925
620,102.730737686
622,110.998186111
623,91.7614040375
624,113.519897461
626,113.265340805
628,113.493658066
629,94.8963623047
630,113.451620102
637,94.0080394745
638,105.704826355
643,99.7788085938
645,94.2008171082
646,113.510375977
